username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
visilfer99,VISILFER.99,https://twitter.com/visilfer99/status/1260186544679387136,"""⚽🔥🇧🇷🇵🇹🇫🇷🏴󠁧󠁢󠁥󠁮󠁧󠁿 󠁧󠁢󠁥󠁮󠁧󠁿 @nikefootball x Football jerseys concepts for @CBF_Futebol @selecaoportugal @equipedefrance @England 

Template PSD",2020-05-12 05:34:00,19,1,0,nikefootball | CBF_Futebol | selecaoportugal | equipedefrance | England,5,,0,,https://pbs.twimg.com/media/EX0U5jrX0AUPP2W.jpg | https://pbs.twimg.com/media/EX0U7CFXQAIPmzx.jpg | https://pbs.twimg.com/media/EX0U8WXXgAEIHsB.jpg | https://pbs.twimg.com/media/EX0U9wyWAAA4bVP.jpg
optajoe,OptaJoe,https://twitter.com/OptaJoe/status/1260336305025814535,"""6 - Pele recorded six goal assists at the 1970 World Cup - the most of any player at a finals tournament since 1966. Architect.

@Orbinho reflects on the numbers behind @CBF_Futebol's iconic performance during the 1970 #WorldCup.
🔗",2020-05-12 15:29:00,80,9,4,Orbinho | CBF_Futebol,2,WorldCup,1,,
masen_mclean,𝘮𝘢𝘴𝘦𝘯,https://twitter.com/masen_mclean/status/1260364779287392258,"""Gon thru a rough patch the noo, Cbf with anything or anyone 😣""",2020-05-12 17:22:00,94,15,0,,0,,0,,
cammansel,Cam Mansel,https://twitter.com/CamMansel/status/1259632238850785281,"""Anybody else cbf today?""",2020-05-10 16:51:00,40,1,4,,0,,0,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1259740111316701184,"""🚨 #WorldCupAtHome | VOTE 🗳️

🇧🇪🆚🇺🇸
🇧🇷🆚🇨🇴

Which match from the 2014 #WorldCup do you want to see in full?

@BelRedDevils | @USMNT 

@CBF_Futebol | @FCFSeleccionCol 

👇🗳️ VOTE NOW 🗳️👇""",2020-05-11 00:00:00,105,24,11,BelRedDevils | USMNT | CBF_Futebol | FCFSeleccionCol,4,WorldCupAtHome | WorldCup,2,,
,,https://twitter.com/AlexGam2013/status/1259741440277544960,"""On one hand, watch Tim Howard put on one of the best goalkeeping performances in World Cup history. On the other, watch Wondo miss an absolute sitter…… https",2020-05-11 00:05:00,3,,0,,0,,0,,
_jaysly,Johnathan Sung Ly,https://twitter.com/_jaysly/status/1259744246455812096,"""Cbf, coming back to my car only to find it being keyed all along my driver side lol. Hope karma gets you""",2020-05-11 00:16:00,24,,1,,0,,0,,
rio_robbie,Robbie Blakeley,https://twitter.com/rio_robbie/status/1258879211357560832,"""CBF to use five substitutions per game across all competitions… """,2020-05-08 14:59:00,3,,0,,0,,0,,
kaurtube,Game Explosion Night,https://twitter.com/kaurtube/status/1260313977671741441,"""[6th Gen #345] Ohhh myyyy - Star Trek",2020-05-12 14:00:00,4,3,0,,0,345,1,,
,,https://twitter.com/SnarkedUpLawyer/status/1258956531405635585,"""Yes. Two of the things that sold me on CBF was her willingness to name witnesses who were friends of Kavanaugh who could deny her story and her saying that BK didn't succeed in raping her. If it was made up, why offer witnesses who can discredit you and stop short of penetration?… https",2020-05-08 20:06:00,7,1,3,,0,,0,,
,,https://twitter.com/_LockHimUp_/status/1258960536479232002,"""Nope. Biden's been a national figure for decades. He's run for president before, was VP for 8 years. Most people had no idea who Kavanaugh was. CBF waited because there was NOTHING AT STAKE until he was nominated & even then she was reluctant. Reade changes her story NOW? Fishy.… https",2020-05-08 20:22:00,56,,11,,0,,0,,
,,https://twitter.com/danielgallas/status/1258396867639103489,"""CBF are in denial about covid-19, they must wake up and smell the coffee (so sorry for this, couldn't resist)… """,2020-05-07 07:02:00,31,1,1,,0,,0,,
emanuelgsc,Emanuel Macedo de Medeiros,https://twitter.com/EmanuelGsc/status/1258440884179386372,"""Thanks @TabataViana for being a @SIGAlliance #Champion & inspiring our #Youth to stay #Healthy, #Productive & #BePositive. @CBF_Futebol @FIFAcom @TheSudamericana @GrupoMulheresBR @globoesportecom @FPF_Oficial @Lusa_noticias @ojogo @danroan… https",2020-05-07 09:57:00,7,2,1,TabataViana | SIGAlliance | CBF_Futebol | FIFAcom | TheSudamericana | GrupoMulheresBR | globoesportecom | FPF_Oficial | Lusa_noticias | ojogo | danroan,11,Champion | Youth | Healthy | Productive | BePositive,5,,
_reigok,Kimberley,https://twitter.com/_reigok/status/1258505342041722881,"""Some dickhead just jumped into my mentions to argue that if trans women are women then why don't they have ovaries. As if the worth of a woman is her ability to reproduce. Anyway, that was an instant block, I cbf with contrarians looking for a fight.""",2020-05-07 14:13:00,16,,1,,0,,0,,
,,https://twitter.com/shrnkngsly/status/1258501796185755651,"""I remember when a certain vulgar epithet about Megyn Kelly got me kicked off a certain social media platform when she defended Kavanaugh against CBF’s allegations by saying that it must not have happened because he denied it... good times. Think Megs will use her Kav test here?… https",2020-05-07 13:59:00,13,3,0,,0,,0,,
,,https://twitter.com/VaStatesman7/status/1258508465862926336,"""Except that CBF is much more credible and her story fits a pattern of behavior that Kav even exhibited in the hearings. When Biden was pressed, he said “sure, investigate.” He didn’t have veins popping out in his head and start yelling.… https",2020-05-07 14:26:00,79,,6,,0,,0,,
jmbenson1491,Jim Benson,https://twitter.com/jmbenson1491/status/1258997745337147397,"""Yes Debby. I wanted to mention that, but I only had so many characters left. Kavanaugh was a pure hit job. CBF could not offer an evidence that could be corroborated. What house? What party? Who drove her? Zero evidence. Yet they went all the way back to his time at high school?… https",2020-05-08 22:50:00,9,6,2,,0,,0,,
,,https://twitter.com/rosanthony3/status/1257468786250309633,"""Grim screwed up the 1st story just like with CBF",2020-05-04 17:34:00,4,1,1,,0,,0,,
tecouroverde,OURO VERDE F.C.,https://twitter.com/TecOuroVerde/status/1257877168476106754,"""CORITIBA / TOLEDO WOMEN'S FOOTBALL. Paraná's women's soccer team has stood out with several players from the sub16 and sub18 categories participating, for the second time, in the Brazilian Championship of CBF. The most experienced are from the U20 category.… https",2020-05-05 20:37:00,22,4,0,,0,,0,,https://pbs.twimg.com/media/EXTgPO3XYAAmvF8.jpg
beemahfn,meow,https://twitter.com/beemahfn/status/1257829090532274176,"""theres no way i was 40 points off qualing when i only played first 3 games properly the first day then i crashed 3 and cbf with the rest""",2020-05-05 17:26:00,4,,3,,0,,0,,
l1xlywarren,Lily,https://twitter.com/L1xlywarren/status/1257027282868342784,"""Cbf for lads anymore""",2020-05-03 12:20:00,19,4,0,,0,,0,,
somebitchiknow,L,https://twitter.com/SomeBitchIKnow/status/1257068078162157573,"""Never thought my old CBF memes would get a new life but here we are.… """,2020-05-03 15:02:00,35,2,1,,0,,0,,https://pbs.twimg.com/media/EXIAwUxU8AEGRmj.jpg
,,https://twitter.com/darinp2/status/1257107679748612096,"""CBF took a lie detector test. Will Tara Reade?… """,2020-05-03 17:40:00,13,,2,,0,,0,,
pinchbones,r ,https://twitter.com/pinchbones/status/1257182549337452544,"""is your child on ed twt?

ROFL",2020-05-03 22:37:00,428,107,5,,0,,0,,
tierial,obey tier ,https://twitter.com/Tierial/status/1256532742998761472,"""A video I took with my drone I cbf editing it so here you go 😁… """,2020-05-02 03:35:00,40,,4,,0,,0,,
dpccnews,DPCC,https://twitter.com/dpccnews/status/1256573898214330368,"""Thank you CBF- as ever there with the most practical and useful help and resources @CBFdn 💕… """,2020-05-02 06:18:00,5,,1,CBFdn,1,,0,,https://pbs.twimg.com/media/EXA_TBeX0AEwinN.jpg
,,https://twitter.com/TanaGaneva/status/1257788332706332676,"""Yep. And, again. I'm not saying I know what happened. But you don't go from ""Believe ALL women"" (an absurd standard) to desperately trying to invalidate Reade with misogynist cliches. It is LITERALLY what the GOP did with CBF and it makes me never want to back Democrats… https",2020-05-05 14:44:00,9,,5,,0,,0,,
domdavey18,dom,https://twitter.com/domdavey18/status/1256586359399223297,"""am fully crying over the fact I’ve made brownies for my family and I go out for an hour to take some to Bry and I come back and everyone’s eaten them. Another example of me always doing nice things for people but get nothing in return cbf pissed off""",2020-05-02 07:08:00,14,,1,,0,,0,,
tifofootball_,Tifo Football,https://twitter.com/TifoFootball_/status/1256561576498180097,"""It would be one of the most important steps that the CBF could possibly take in improving dramatically the quality of their own domestic product. 

@rio_robbie & @fennertown ask; should Brazil align with European football",2020-05-02 05:30:00,2,1,0,rio_robbie | fennertown,2,,0,,https://pbs.twimg.com/media/EW4FFRwXgAcFqPF.jpg
modgibraltar,MOD Gibraltar,https://twitter.com/MODGibraltar/status/1256122253604982785,"""As the @GibraltarGov announces its process to start to unlock, Commodore Tim Henry, #CBF explains what this means for the #BFGib community. @GHAWeb @DefenceHQ @ForcesNews @UKStratCom @DMS_MilMed #stayathome #catchitbinitkillit… https",2020-05-01 00:24:00,16,4,1,GibraltarGov | GHAWeb | DefenceHQ | ForcesNews | UKStratCom | DMS_MilMed,6,CBF | BFGib | stayathome | catchitbinitkil,4,,
fifawwc,FIFA Women's World Cup,https://twitter.com/FIFAWWC/status/1256221842823507968,"""Happy birthday, Andressinha! 🎂🥳

#HBD | @CBF_Futebol… """,2020-05-01 07:00:00,531,76,8,CBF_Futebol,1,HBD,1,,https://pbs.twimg.com/media/EW6sm7BVAAAizLr.jpg
,,https://twitter.com/Lori_Nalette/status/1256242145884864512,"""CBF swore an affidavit to the truthfulness of her statements, took & passed a lie detector test administered by a former FBI agent, gave her testimony under oath and didn’t go to the press first. Reade has done exact opposite. Your false equivalence is ridiculous. Oh, this",2020-05-01 08:20:00,27,4,2,,0,,0,,https://pbs.twimg.com/media/EW8Rka1WoAA2TBD.jpg
fanscapes1,Fanscapes,https://twitter.com/Fanscapes1/status/1255618993995554817,"""Just love it , goals scored by 2 greats , Pele and Garrincha. How many times has the Brazilian National team played at the Old Lady? #EFC #Everton #1966WC #Brasil #CBF @HowardsWayFilm @Hanstours @ESCLA1975… https",2020-04-29 15:04:00,33,4,3,HowardsWayFilm | Hanstours | ESCLA1975,3,EFC | Everton | 1966WC | Brasil | CBF,5,,
,,https://twitter.com/bernhardforcher/status/1255635790681395201,"""I fully agree. Bernie should make a statement demanding a full investigation and that #TaraReade gets a hearing before Congress just like CBF got.… https",2020-04-29 16:11:00,15,2,0,,0,TaraReade,1,,
jaackiepaul,Jacqueline Paul,https://twitter.com/jaackiepaul/status/1255802697959141378,"""This link has been sent to my via email, messenger at twitter. Cbf reading it and now I read it and I can’t get those two minutes back. 

The End. Goodnight.… https",2020-04-30 03:14:00,3,,0,,0,,0,,
tifofootball_,Tifo Football,https://twitter.com/TifoFootball_/status/1255836801391980544,"""It would be one of the most important steps that the CBF could possibly take in improving dramatically the quality of their own domestic product. 

@rio_robbie & @fennertown ask; should Brazil align with European football",2020-04-30 05:30:00,11,2,3,rio_robbie | fennertown,2,,0,,https://pbs.twimg.com/media/EW1NRjtWkAI9qzJ.jpg
,,https://twitter.com/LilyBelle05/status/1256078007166308352,"""There’s no comparison between CBF and Reade. The former is a highly respected professor of psychology who went through a strenuous vetting process and told the truth.

Reade has changed her story a number of times and, according to at least one former prosecutor, isn’t credible.… https",2020-04-30 21:28:00,21,2,1,,0,,0,,
amehamehh,yam,https://twitter.com/amehamehh/status/1255283280234139649,"""Eating a secret ham sandwich while hiding at work because I cbf talking about not being vegetarian anymore""",2020-04-28 16:50:00,9,,2,,0,,0,,
,,https://twitter.com/mattlogical/status/1255355038672846849,"""@peterdaou it's not like CBF.… """,2020-04-28 21:35:00,3,,0,peterdaou,1,,0,,
,,https://twitter.com/BlakeleyBartley/status/1255359929948520449,"""I'm a liberal- who likes Stacey Abrams. So let's get that out of the way. 

But man, the hypocrisy is vom-inducing. Dem's cheered Jeff Flake being screamed in an elevator over Kavanaugh while every Senator called CBF ""SO BRAVE"" bc it was time to BELIEVE WOMEN! lol. gag. lol again… https",2020-04-28 21:55:00,295,9,21,,0,,0,,
,,https://twitter.com/johnristick99/status/1254861315522179076,"""I’m still waiting for Grassley Graham. They said many investigations haven’t seen any even before the WuHan virus. Like the person who released the letter from the office of Sen. Feinstein about CBF… https",2020-04-27 12:53:00,16,11,2,,0,,0,,
oscar8,Oscar,https://twitter.com/oscar8/status/1254898133978546177,"""#TheBest8 | Football Shirts - Ep 6",2020-04-27 15:20:00,173,15,9,,0,TheBest8,1,,
motorcyclesjpn,Motorcycles Japan,https://twitter.com/MotorcyclesJPN/status/1255089511874342913,"""【Cafe Racer of Mr. Bean】
""Funny vídeo of Mr. Bean choosing the right motorcycle style. Here you see yamaha ybr 125, Honda CBF 125, and several Cafe Racer Bikes.""
 [Best Motorcycle Videos 226]
#YBR125 #CBF125 #MrBean #Custom #CafeRacer

《Video (7",2020-04-28 04:00:00,24,4,0,,0,YBR125 | CBF125 | MrBean | Custom | CafeRacer,5,,https://pbs.twimg.com/media/EWr5QhIUwAEnN0V.jpg
cbfinfo,CBF,https://twitter.com/cbfinfo/status/1254131835287867392,"""CBF Announces Coronavirus Relief Fund - https",2020-04-25 12:35:00,3,1,0,,0,,0,,
,,https://twitter.com/Erchamion_Beren/status/1255032984723509248,"""Just because they're wrong now, doesn't make them wrong back then. If you didn't believe CBF, then you surely don't believe these allegations against Biden, right?… https",2020-04-28 00:15:00,11,1,2,,0,,0,,
brotoroo,Boo ,https://twitter.com/Brotoroo/status/1255381938690547719,"""I was suppose to do my daily Island clean up before people came over but I’m just rlly sad and CBf moving rn""",2020-04-28 23:22:00,10,,3,,0,,0,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1254357049988616192,"""🇧🇷 ""I wanted to become a world champion so badly. Achieving that goal made me ecstatically happy"" - @Ronaldo 🗣️

📺 See how Ronaldo and Brazil conquered the world at 18",2020-04-26 03:30:00,468,61,11,Ronaldo,1,,0,,
,,https://twitter.com/fultyfnt/status/1253514596326891521,"""hes still in cpl so i assume he just cbf dealing with cano idiots idk… """,2020-04-23 19:42:00,4,,0,,0,,0,,https://pbs.twimg.com/media/EWVg0qcUEAImra9.png
lupusmate,Lupus,https://twitter.com/LupusMate/status/1254399952454692865,"""i kinda wanna be more involved in the community but i dont talk much, you get what i mean? like i just cbf typing to people to say hi when i dont have a mutual with them, i think im just really lazy at typing, like anyone that knows me knows i talk alot but not over text""",2020-04-26 06:20:00,13,,3,,0,,0,,
yaynadja,Nadja Mattata ,https://twitter.com/yaynadja/status/1253608249808437248,"""Supporting my local pub. 🥰 Also cbf cooking.… """,2020-04-24 01:54:00,6,,2,,0,,0,,https://pbs.twimg.com/media/EWW2C1RVcAAgQtu.jpg
chicagobarfound,The Chicago Bar Foundation,https://twitter.com/ChicagoBarFound/status/1253704063407005708,"""Dina Merrell, Associate Director",2020-04-24 08:15:00,6,,0,,0,,0,,https://pbs.twimg.com/media/EWYMmK_XsAY5bUk.jpg
modgibraltar,MOD Gibraltar,https://twitter.com/MODGibraltar/status/1253675442923614211,"""As we come to the end of another week adhering to #COVID-19 control measures, #CBF once again provides an update to the #BFGib community on the latest developments and what to expect over the coming weeks. @GHAWeb @DefenceHQ @ForcesNews @UKStratCom @GibraltarGov #stayathome… https",2020-04-24 06:21:00,15,4,0,GHAWeb | DefenceHQ | ForcesNews | UKStratCom | GibraltarGov,5,COVID | CBF | BFGib | stayathome,4,,
fifaeworldcup,FIFA eWorld Cup,https://twitter.com/FIFAeWorldCup/status/1253001379465121793,"""What a match-up 😍 LIVE on https",2020-04-22 09:43:00,19,3,0,,0,,0,,https://pbs.twimg.com/media/EWN73pLXgAUGDRk.jpg | https://pbs.twimg.com/media/EWN8md7WsAItaHv.jpg
usgbc,USGBC,https://twitter.com/USGBC/status/1253024125171437582,"""Twenty years ago, @ChesapeakeBay - with the help of @SmithGroup and a committed team - achieved the first LEED Platinum certification for its new HQ. On this #EarthDay, CBF reflects on how the project + experience continue to shape their work + community. https",2020-04-22 11:13:00,49,12,0,ChesapeakeBay | SmithGroup,2,EarthDay,1,,https://pbs.twimg.com/media/EWOhPcsWkAIzi1s.jpg
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1253028172444192769,"""⚽️🇮🇹 Grosso’s golazo
🇦🇷-🏴󠁧󠁢󠁥󠁮󠁧󠁿 A frenetic France ’98 encounter  
🏆🇧🇷 Revenge for @Ronaldo

Standout triumphs for @azzurri, @Argentina & @CBF_Futebol colour our #WorldCupAtHome canvas this week 🎨

#WorldCupAtHome | #StayAtHome""",2020-04-22 11:29:00,133,27,10,Ronaldo | azzurri | Argentina | CBF_Futebol,4,WorldCupAtHome | WorldCupAtHome | StayAtHome,3,,
codingblackfems,Coding Black Females,https://twitter.com/codingblackfems/status/1253730423697338368,"""Check out our latest blog post! 

https",2020-04-24 10:00:00,6,6,2,,0,,0,,https://pbs.twimg.com/media/EWX-9HtXsAIW1dm.jpg
stephjones94,steph jones,https://twitter.com/stephjones94/status/1253738734312476672,"""Cbf with rude folk""",2020-04-24 10:33:00,11,2,0,,0,,0,,
,,https://twitter.com/MadDogMcLaren/status/1252324566195716097,"""Last one before it locked down… https",2020-04-20 12:53:00,2,1,0,,0,,0,,https://pbs.twimg.com/media/EWEmcXHWAAM7eMm.jpg
shaqleota,shaq,https://twitter.com/shaqleota/status/1252465380796162048,"""you ever just want to tweet a whole thread talking shit about the police but cbf dealing with their bullshit as an adult cause you already dealt with their bullshit as a kid. look how they're still fucking treating us. angers me beyond measure.""",2020-04-20 22:13:00,7,,0,,0,,0,,
cbfittings,Commercial Body Fittings,https://twitter.com/CBFittings/status/1252546252891467777,"""CBF plans to re-open on Friday 1st May after the temporary closure on 31st March

Read more on LinkedIn",2020-04-21 03:34:00,10,2,2,,0,,0,,https://pbs.twimg.com/media/EWHwLA_XsAEd90C.png
rsstaunch,Matt,https://twitter.com/rsStaunch/status/1251687771661426691,"""I genuinely cbf… """,2020-04-18 18:43:00,8,,1,,0,,0,,https://pbs.twimg.com/media/EV7jX4PUYAEckCG.png
fifamuseum,FIFA Museum,https://twitter.com/FIFAMuseum/status/1252511136814993409,"""Last night's #WorldCupAtHome saw some of the biggest stars of the 2011 @FIFAWWC come head-to-head in the quarter-final between @USWNT and @CBF_Futebol🇺🇸🇧🇷

It was the first year that @OfficialPanini produced a #FIFAWWC album, and we now have one in our collection 🤩#GotGotNeed… https",2020-04-21 01:15:00,55,3,1,FIFAWWC | USWNT | CBF_Futebol | OfficialPanini,4,WorldCupAtHome | FIFAWWC | GotGotNeed,3,,https://pbs.twimg.com/media/EV0JmmcXkAAfame.jpg
,,https://twitter.com/uhhBola/status/1251800568865017857,"""Literally cbf anymore its like this every tournament so done im actually done""",2020-04-19 02:11:00,28,,1,,0,,0,,
csa4_ever,CSA4Ever,https://twitter.com/csa4_ever/status/1251860117483634688,"""The Confederate Battle Flag represents freedom, resistance to tyranny, and hope to oppressed peoples the world over.  That's why it flies today.  #liberty #freedom #ConfederateFlag #CBF… https",2020-04-19 06:08:00,32,13,0,,0,liberty | freedom | ConfederateFlag | CBF,4,,https://pbs.twimg.com/media/EV-AED5XkAMmuA8.jpg
atomicrod,Rod Adams,https://twitter.com/Atomicrod/status/1251880395517431813,"""Contrary to what you might see here and on CNN, shutdown protests are not limited to “red” states. I learned about this one from one of my wife’s former colleagues at the very left leaning CBF.
MD is one of the bluest of blue states. 
https",2020-04-19 07:28:00,14,3,6,,0,,0,,
cbfuk,Creating Better Futures,https://twitter.com/CBFUK/status/1251128307162152961,"""Our team spent the weeks before lockdown helping disadvantaged members of the CBF family.

This included a visit to Maunganidze Children's Home, where we delivered food and supplies to last while they are stuck inside.

Thank you to our supporters for making this happen.… https",2020-04-17 05:40:00,1,1,0,,0,,0,,https://pbs.twimg.com/media/EVzmkC8XYAMx-1G.jpg
vvraite,k.k. bitch,https://twitter.com/vvraite/status/1251099138898325504,"""acnh experiments suggest that the size of a pond cant exceed 6*6? lest it become a river but ill need to experiment more and i cbf""",2020-04-17 03:44:00,3,,2,,0,,0,,
modgibraltar,MOD Gibraltar,https://twitter.com/MODGibraltar/status/1251146476786311172,"""One week on from his last update, Cdre Tim Henry, #CBF looks at how we have adopted new ways of working under #COVID19, whilst still providing services to the #BFGib community. @GHAWeb @DefenceHQ @ForcesNews @UKStratCom @DMS_MilMed #stayathome #catchitbinitkillit… https",2020-04-17 06:52:00,30,6,1,GHAWeb | DefenceHQ | ForcesNews | UKStratCom | DMS_MilMed,5,CBF | COVID19 | BFGib | stayathome | catchitbinitkil,5,,
baptist_news,Baptist News Global,https://twitter.com/baptist_news/status/1251148937165107202,"""A decade after his death, remembering Cecil Sherman’s ‘life wish’ for the church and CBF https",2020-04-17 07:02:00,3,1,0,,0,,0,,
,,https://twitter.com/CrookedIntriago/status/1251228496409448453,"""That’s a fam base tho lol… https",2020-04-17 12:18:00,13,1,4,,0,,0,,
nspcclearning,NSPCC Learning,https://twitter.com/NSPCCLearning/status/1250389663191367682,"""The Challenging Behaviour Foundation (CBF) has published a page of information and resources to support children and young people with severe learning difficulties during the coronavirus outbreak https",2020-04-15 04:45:00,2,3,0,,0,,0,,
,,https://twitter.com/ValpoAdmission/status/1250464909365784579,"""Congratulations on this exciting achievement, Mitchell! Way to represent. 💛… https",2020-04-15 09:44:00,5,3,1,,0,,0,,
imunoriginalxd,Ru,https://twitter.com/imunoriginalxd/status/1250520714651844610,"""cbf getting abused every single day by some certain bitch""",2020-04-15 13:25:00,21,1,3,,0,,0,,
,,https://twitter.com/UTAdmission/status/1250468731865772033,"""Congrats @lillex00! Can’t wait to have you on campus!… https",2020-04-15 09:59:00,6,3,0,lillex00,1,,0,,
bbcmotd,Match of the Day,https://twitter.com/BBCMOTD/status/1250349285062791168,"""🤔

@England
@CelticFC
@CBF_Futebol
@ChelseaFC
@AFCAjax_EN
@miseleccionmxEN
@BocaJrsOficial
@BelRedDevils
@LFC 
@DBUfodbold
@OnsOranje
@FCFSeleccionCol
@ManUtd
@DFB_Team_EN
@Arsenal
@FCBarcelona 
@FecafootOfficie
@NGSuperEagles
@Lionesses 

Who gets your vote?… https",2020-04-15 02:04:00,46,6,16,England | CelticFC | CBF_Futebol | ChelseaFC | AFCAjax_EN | miseleccionmxEN | BocaJrsOficial | BelRedDevils | LFC | DBUfodbold | OnsOranje | FCFSeleccionCol | ManUtd | DFB_Team_EN | Arsenal | FCBarcelona | FecafootOfficie | NGSuperEagles | Lionesses,19,,0,,
ruokanny,karen is a racist person not a racist word,https://twitter.com/RUOKAnny/status/1250100692825640966,"""I wanna order takeaways because I cbf cooking but idk what I want and now I'm hangry""",2020-04-14 09:36:00,4,,3,,0,,0,,
mj_khojasteh,Mohammad Javad Khojasteh,https://twitter.com/mj_khojasteh/status/1250142773547642880,"""Collision-free robot navigation in natural multi-agent environments. Our approach guarantees safety by utilizing a Bayesian inference module to learn dynamic uncertainties and handles them with our proposed robust control barrier function (CBF). https",2020-04-14 12:23:00,7,1,1,,0,,0,,
mouadzwed,Mo,https://twitter.com/MouadZwed/status/1250119794717634561,"""Because I’m addicted to FIFA, I’ve decided to make a new insta account so if you still cbf with the game in April, feel free to chuck us a follow for FUT content 👇🏾

https",2020-04-14 10:52:00,14,1,2,,0,,0,,https://pbs.twimg.com/media/EVlRUxgVAAILzXE.jpg
a_p31x,a hikikomori,https://twitter.com/a_p31x/status/1249793468400091136,"""Just want a nice bf I can spoil and cuddle , But cbf to get to know anyone""",2020-04-13 13:15:00,8,,1,,0,,0,,
,,https://twitter.com/bdmcclay/status/1249870970090926084,"""there are certainly people in my life where if somebody came to me and was like ""this person sexually assaulted me,"" I'd have a hard time believing it based on what I knew about them. but in a case like CBF and BK you have no kind of context like that… https",2020-04-13 18:23:00,,,1,,0,,0,,
,,https://twitter.com/alysael/status/1249905765873119232,"""Small talk face to face is tolerable at best, on email is really unbearable haha. I just replied “glad to hear you had a good long weekend.” And just went straight to the point, just cbf lol.… https",2020-04-13 20:42:00,1,,1,,0,,0,,
,,https://twitter.com/Dasaka21/status/1249698523781660672,"""easy choice tbh… """,2020-04-13 06:58:00,32,,0,,0,,0,,
wimmerachic,Nessa,https://twitter.com/wimmerachic/status/1249565911314395136,"""I’ve weeded, edged the garden. I really cbf’ed mowing.""",2020-04-12 22:11:00,19,,5,,0,,0,,
fifawwc,FIFA Women's World Cup,https://twitter.com/FIFAWWC/status/1249593180128980992,"""🚨 #WorldCupAtHome | VOTE 🗳️

🇧🇷🆚🇺🇸
🇯🇵🆚🇺🇸

Which 2011 #FIFAWWC game do you want to see in full?

@CBF_Futebol | @USWNT 

@jfa_nadeshiko | @ussoccer 

👇🗳️ VOTE NOW 🗳️👇""",2020-04-13 00:00:00,"6,536",459,98,CBF_Futebol | USWNT | jfa_nadeshiko | ussoccer,4,WorldCupAtHome | FIFAWWC,2,,
,,https://twitter.com/juliann019/status/1249593760935108608,"""definitely the one with Brazil… """,2020-04-13 00:02:00,9,1,0,,0,,0,,
oliviaharkin_,Liv,https://twitter.com/OliviaHarkin_/status/1249442398838697984,"""In one of them moods where i literally hate everything about myself even my breathing is winding me up cbf""",2020-04-12 14:00:00,14,,0,,0,,0,,
,,https://twitter.com/dogsforchristen/status/1249594531454033920,"""im literally a uswnt stan but do y’all give a rats ass about any other team😭… """,2020-04-13 00:05:00,7,1,0,,0,,0,,
,,https://twitter.com/Sdenimopson/status/1249022586761228296,"""We need to stop just believing people without receipts.  I believed Christine Blasey Ford.  I wanted the FBI to investigate Debra’s account but it seemed credible. Julie, the 3rd accuser was inconsistent and not believable which I think hurt CBF.… https",2020-04-11 10:12:00,14,2,4,,0,,0,,
stand_for_flag_,Betsy Ross ,https://twitter.com/STAND_For_FLAG_/status/1249068572091039746,"""Feinstein urges Trump to reverse plan to block Iran request for $5B in IMF aid, claims it is in ‘our national interest’ https",2020-04-11 13:15:00,5,8,1,,0,,0,,
nc_cbf,Northern California Cherry Blossom Festival ,https://twitter.com/NC_CBF/status/1249148902948904960,"""Naomi of @6degreesofhapa shares what Northern California #CherryBlossomFestival means to her; she enjoys meeting new people & seeing familiar faces year after year. Support Naomi & other artisans by shopping from home! #NCCBFVirtualFair #blossominplace #SF https",2020-04-11 18:34:00,6,3,0,6degreesofhapa,1,CherryBlossomFe | NCCBFVirtualFai | blossominplace | SF,4,,
cbfinfo,CBF,https://twitter.com/cbfinfo/status/1249135156658610178,"""CBF Podcast host @haleandy recently sat down with co-authors Mark Charles and Soong-Chan Rah @profrah to discuss their new book, ""Unsettling Truths",2020-04-11 17:40:00,3,1,0,haleandy | profrah,2,,0,,
djanego_,Jane,https://twitter.com/Djanego_/status/1249226078071042048,"""Started a sustainable living IG page but, cbf taking any pics cos my iPhone camera sucks. Looking at ditching iPhone & buying the Huawei P30 Pro cos the MP’s on that bad boy 😍""",2020-04-11 23:41:00,9,,2,,0,,0,,
notahat,Pete Yandell,https://twitter.com/notahat/status/1249242789977526272,"""Feeling a lot of CBF this weekend.""",2020-04-12 00:47:00,6,,2,,0,,0,,
cbf_kids,CBF,https://twitter.com/cbf_kids/status/1249330036634763265,"""Wishing you and your families a safe and healthy Easter.… """,2020-04-12 06:34:00,9,1,0,,0,,0,,https://pbs.twimg.com/media/EVaDC1aXkAUIgrj.jpg
,,https://twitter.com/AresStopell/status/1249316083372371968,"""Completely untrue. It's not, in anyway, like CBF.… """,2020-04-12 05:39:00,20,,14,,0,,0,,
